Date,OPEN,HIGH,LOW,CLOSE
2008-10-24,82.505,86.965,82.394,86.44
2008-10-31,86.316,87.884,83.104,85.633
2008-11-07,85.81,86.896,83.902,85.907
2008-11-14,85.679,88.147,85.064,86.365
2008-11-21,87.57,88.463,86.137,88.191
2008-11-28,87.614,87.715,84.711,86.517
2008-12-05,86.425,87.701,86.095,87.121
2008-12-12,86.866,86.914,83.21,83.711
2008-12-19,83.689,83.695,77.688,81.07
2008-12-26,80.974,81.494,80.349,80.97
2009-01-02,80.917,81.921,79.631,81.501
2009-01-09,81.542,84.023,81.183,82.483
2009-01-16,83.167,85.137,83.167,84.045
2009-01-23,83.74,86.813,83.455,85.582
2009-01-30,85.575,86.276,83.571,85.834
2009-02-06,86.077,86.548,84.751,85.286
2009-02-13,85.191,86.726,84.465,86.095
2009-02-20,86.492,88.254,86.231,86.593
2009-02-27,86.787,88.49,85.631,88.166
2009-03-06,88.579,89.624,87.88,88.552
2009-03-13,88.519,89.456,87.182,87.251
2009-03-20,87.485,87.766,82.631,83.708
2009-03-27,83.489,85.349,82.887,85.142
2009-04-03,85.505,86.125,84.051,84.176
2009-04-10,84.049,85.997,83.731,85.537
2009-04-17,85.555,86.028,84.452,85.896
2009-04-24,85.885,86.871,84.458,84.716
2009-05-01,84.729,86.006,83.885,84.542
2009-05-08,84.467,84.87,82.385,82.444
2009-05-15,82.423,83.096,81.871,82.948
2009-05-22,82.962,83.22,79.805,80.04
2009-05-29,79.909,81.129,79.183,79.233
2009-06-05,79.35,80.82,78.334,80.668
2009-06-12,80.798,81.466,79.193,80.128
2009-06-19,80.272,81.368,79.973,80.334
2009-06-26,80.272,80.94,79.562,79.903
2009-07-03,79.868,80.612,79.35,80.453
2009-07-10,80.516,80.892,79.692,80.233
2009-07-17,80.243,80.498,79.131,79.347
2009-07-24,79.354,79.387,78.42,78.749
2009-07-31,78.729,79.659,78.22,78.347
2009-08-07,78.247,79.073,77.428,78.975
2009-08-14,78.976,79.395,78.229,78.885
2009-08-21,78.901,79.514,77.754,78.044
2009-08-28,77.997,78.833,77.851,78.366
