Date,OPEN,HIGH,LOW,CLOSE
2010-12-03,1368.37,1415.045,1368.37,1415.045
2010-12-10,1423.55,1423.55,1382.1,1386.05
2010-12-17,1393.755,1396.25,1369.7,1375.405
2010-12-24,1384.65,1385.745,1380.345,1384.75
2010-12-31,1384.1,1421.45,1384.1,1421.45
2011-01-07,1414.3,1414.3,1369.6,1369.6
2011-01-14,1375.05,1386.5,1361.85,1361.85
2011-01-21,1362.775,1370.2,1342.505,1342.505
2011-01-28,1334.7,1345.895,1311.495,1335.345
2011-02-04,1332.195,1353.2,1332.195,1349.25
2011-02-11,1349.1,1364.0,1349.1,1356.1
2011-02-18,1362.305,1387.3,1362.305,1387.3
2011-02-25,1406.45,1410.455,1398.155,1409.25
2011-03-04,1411.65,1434.95,1411.65,1429.295
2011-03-11,1433.175,1433.175,1413.45,1417.4
2011-03-18,1428.65,1428.65,1395.95,1419.55
2011-03-25,1427.05,1438.2,1427.05,1429.65
2011-04-01,1420.65,1432.0,1418.8,1428.38
2011-04-08,1436.94,1475.1,1436.94,1475.1
2011-04-15,1463.4,1486.5,1453.6,1486.5
2011-04-22,1495.515,1508.13,1495.1,1508.13
2011-04-29,1507.25,1565.6,1507.05,1565.6
2011-05-06,1545.0,1545.0,1473.65,1495.25
2011-05-13,1513.05,1515.72,1494.555,1494.555
2011-05-20,1489.7,1513.55,1486.85,1513.55
2011-05-27,1517.2,1536.65,1517.2,1536.65
2011-06-03,1538.45,1542.5,1533.9,1542.5
2011-06-10,1544.0,1544.35,1531.9,1531.9
2011-06-17,1515.23,1539.5,1515.23,1539.5
2011-06-24,1540.45,1547.8,1502.15,1502.15
2011-07-01,1497.0,1512.05,1486.5,1486.5
2011-07-08,1495.95,1543.95,1495.95,1543.95
2011-07-15,1554.1,1594.1,1554.1,1594.1
2011-07-22,1605.4,1605.4,1588.35,1599.25
2011-07-29,1614.55,1626.64,1613.5,1626.64
2011-08-05,1620.1,1665.0,1620.1,1665.0
2011-08-12,1717.35,1795.0,1717.35,1746.6
2011-08-19,1765.5,1852.45,1765.5,1852.45
2011-08-26,1898.1,1898.1,1751.05,1828.55
2011-09-02,1788.45,1884.2,1788.45,1884.2
2011-09-09,1900.495,1900.495,1816.96,1857.81
2011-09-16,1813.75,1833.8,1789.14,1811.95
2011-09-23,1778.75,1803.75,1656.585,1656.585
2011-09-30,1627.35,1649.95,1608.8,1623.75
2011-10-07,1660.95,1660.95,1624.3,1639.45
2011-10-14,1675.44,1679.95,1663.1,1679.95
2011-10-21,1670.65,1670.65,1619.1,1641.02
2011-10-28,1652.68,1744.45,1652.68,1742.95
2011-11-04,1715.25,1763.15,1715.25,1754.15
2011-11-11,1795.855,1795.855,1759.2,1788.995
2011-11-18,1781.0,1781.4,1719.095,1723.05
2011-11-25,1680.845,1699.195,1680.13,1680.13
2011-12-02,1712.3,1745.7,1712.3,1745.25
2011-12-09,1721.645,1742.1,1708.795,1711.095
2011-12-16,1666.3,1666.3,1570.695,1597.945
2011-12-23,1594.1,1615.65,1594.1,1606.6
2011-12-30,1605.82,1605.82,1546.695,1564.3
2012-01-06,1566.27,1623.0,1566.27,1616.845
2012-01-13,1611.5,1650.095,1611.5,1639.35
2012-01-20,1643.4,1666.9,1643.4,1666.9
2012-01-27,1677.0,1738.895,1665.2,1738.895
2012-02-03,1730.05,1759.995,1725.3,1725.3
2012-02-10,1720.3,1746.5,1719.845,1719.845
2012-02-17,1722.5,1729.01,1720.1,1722.445
2012-02-24,1734.0,1780.1,1734.0,1773.495
2012-03-02,1766.305,1785.845,1695.2,1712.295
2012-03-09,1706.7,1713.095,1674.0,1713.095
2012-03-16,1700.53,1700.53,1643.6,1660.65
2012-03-23,1664.55,1664.55,1644.85,1662.265
2012-03-30,1689.98,1689.98,1661.38,1668.9
