Date,VIX,US_Treasury_5Y,US_Treasury_10Y,US_Treasury_30Y,Fed_Funds_Rate,Manufacturing_Employment,DXY_Dollar_Index,Gold_Spot,Brent_Crude_Oil,ISM_Manufacturing_PMI
2018-09-28,12.12,2.94,3.05,3.19,1.95,12710.0,95.132,1192.09,82.69,59.8
2018-10-05,14.82,3.07,3.23,3.4,2.19,12731.0,95.624,1202.855,84.11,57.7
2018-10-12,21.31,3.0,3.15,3.32,2.19,12731.0,95.221,1217.93,80.6,57.7
2018-10-19,19.89,3.05,3.2,3.38,2.19,12731.0,95.713,1226.315,80.02,57.7
2018-10-26,24.16,2.91,3.08,3.32,2.19,12731.0,96.359,1233.585,77.73,57.7
2018-11-02,19.51,3.04,3.22,3.46,2.2,12741.0,96.542,1232.89,72.62,59.3
2018-11-09,17.36,3.05,3.19,3.4,2.2,12741.0,96.905,1209.595,69.88,59.3
2018-11-16,18.14,2.9,3.08,3.33,2.2,12741.0,96.465,1221.47,67.1,59.3
2018-11-23,21.52,2.88,3.05,3.31,2.2,12741.0,96.916,1223.19,59.19,59.3
2018-11-30,18.07,2.84,3.01,3.3,2.2,12741.0,97.272,1221.965,58.68,59.3
2018-12-07,23.23,2.7,2.85,3.14,2.27,12761.0,96.514,1248.095,61.4,54.1
2018-12-14,21.63,2.73,2.89,3.14,2.27,12761.0,97.443,1238.21,60.25,54.1
2018-12-21,30.11,2.64,2.79,3.03,2.27,12761.0,96.956,1256.01,53.5,54.1
2018-12-28,28.34,2.56,2.72,3.04,2.27,12761.0,96.402,1280.75,52.23,54.1
2019-01-04,21.38,2.49,2.67,2.98,2.4,12790.0,96.179,1284.92,57.42,56.6
2019-01-11,18.19,2.52,2.71,3.04,2.4,12790.0,95.67,1288.0,60.59,56.6
2019-01-18,17.8,2.62,2.79,3.09,2.4,12790.0,96.336,1281.495,62.58,56.6
2019-01-25,17.42,2.59,2.76,3.06,2.4,12790.0,95.794,1303.22,61.51,56.6
2019-02-01,16.14,2.51,2.7,3.03,2.4,12782.0,95.579,1318.0,62.9,54.2
2019-02-08,15.72,2.44,2.63,2.97,2.4,12782.0,96.637,1314.065,61.97,54.2
2019-02-15,14.91,2.49,2.66,3.0,2.4,12782.0,96.904,1321.41,64.88,54.2
2019-02-22,13.51,2.47,2.65,3.02,2.4,12782.0,96.507,1327.795,66.91,54.2
2019-03-01,13.57,2.56,2.76,3.13,2.41,12788.0,96.527,1293.5623,65.0,55.3
2019-03-08,16.05,2.42,2.62,3.0,2.41,12788.0,97.306,1298.395,65.81,55.3
2019-03-15,12.88,2.4,2.59,3.02,2.41,12788.0,96.595,1301.38,67.02,55.3
2019-03-22,16.48,2.24,2.44,2.88,2.41,12788.0,96.651,1313.38,67.08,55.3
2019-03-29,13.71,2.23,2.41,2.81,2.41,12788.0,97.284,1292.15,68.39,55.3
2019-04-05,12.82,2.31,2.5,2.91,2.42,12785.0,97.395,1291.7,70.48,52.8
2019-04-12,12.01,2.38,2.56,2.97,2.42,12785.0,96.972,1290.4,71.55,52.8
2019-04-19,12.09,2.38,2.57,2.96,2.42,12785.0,97.378,1275.395,72.01,52.8
2019-04-26,12.73,2.29,2.51,2.92,2.42,12785.0,98.006,1286.25,71.57,52.8
2019-05-03,12.87,2.33,2.54,2.93,2.39,12778.0,97.52,1279.1899,70.78,52.1
2019-05-10,16.04,2.26,2.47,2.89,2.39,12778.0,97.33,1286.0,70.86,52.1
2019-05-17,15.96,2.17,2.39,2.82,2.39,12778.0,97.995,1277.55,72.17,52.1
2019-05-24,15.85,2.12,2.32,2.75,2.39,12778.0,97.613,1284.895,69.26,52.1
2019-05-31,18.71,1.93,2.14,2.58,2.39,12778.0,97.75,1305.65,64.47,52.1
2019-06-07,16.3,1.85,2.09,2.57,2.38,12787.0,96.544,1340.7,63.24,51.7
2019-06-14,15.28,1.85,2.09,2.59,2.38,12787.0,97.572,1341.58,62.04,51.7
2019-06-21,15.4,1.8,2.07,2.59,2.38,12787.0,96.22,1399.05,65.35,51.7
2019-06-28,15.08,1.76,2.0,2.52,2.38,12787.0,96.13,1409.5,66.51,51.7
2019-07-05,13.28,1.84,2.04,2.54,2.4,12790.0,97.286,1399.95,64.44,51.2
2019-07-12,12.39,1.86,2.12,2.64,2.4,12790.0,96.81,1415.745,67.0,51.2
2019-07-19,14.45,1.8,2.05,2.57,2.4,12790.0,97.151,1425.295,62.65,51.2
2019-07-26,12.16,1.85,2.08,2.59,2.4,12790.0,98.01,1418.695,63.39,51.2
2019-08-02,17.61,1.66,1.86,2.39,2.13,12789.0,98.074,1440.705,61.17,49.1
2019-08-09,17.97,1.57,1.74,2.26,2.13,12789.0,97.491,1497.24,58.42,49.1
2019-08-16,18.47,1.42,1.55,2.01,2.13,12789.0,98.142,1514.15,58.64,49.1
2019-08-23,19.87,1.4,1.52,2.02,2.13,12789.0,97.64,1526.85,58.94,49.1
2019-08-30,18.98,1.39,1.5,1.96,2.13,12789.0,98.916,1520.25,60.43,49.1
2019-09-06,15.0,1.42,1.55,2.02,2.04,12787.0,98.394,1506.95,61.78,47.8
2019-09-13,13.74,1.75,1.9,2.37,2.04,12787.0,98.257,1488.7,60.25,47.8
2019-09-20,15.32,1.61,1.74,2.17,2.04,12787.0,98.513,1517.15,64.77,47.8
2019-09-27,17.22,1.56,1.69,2.13,2.04,12787.0,99.109,1496.945,61.91,47.8
2019-10-04,17.04,1.34,1.52,2.01,1.83,12733.0,98.808,1504.6,58.43,48.3
2019-10-11,15.58,1.59,1.76,2.22,1.83,12733.0,98.301,1489.85,60.68,48.3
2019-10-18,14.25,1.56,1.76,2.25,1.83,12733.0,97.282,1490.1,59.3,48.3
2019-10-25,12.65,1.62,1.8,2.29,1.83,12733.0,97.831,1504.73,62.03,48.3
2019-11-01,12.3,1.55,1.73,2.21,1.55,12777.0,97.239,1513.95,61.55,48.1
2019-11-08,12.07,1.74,1.94,2.43,1.55,12777.0,98.353,1458.657,62.61,48.1
2019-11-15,12.05,1.65,1.84,2.31,1.55,12777.0,97.999,1467.3669,63.45,48.1
2019-11-22,12.34,1.62,1.77,2.22,1.55,12777.0,98.27,1462.29,63.5,48.1
2019-11-29,12.62,1.62,1.78,2.21,1.55,12777.0,98.273,1464.8,63.92,48.1
2019-12-06,13.62,1.67,1.84,2.29,1.55,12760.0,97.7,1459.7571,64.27,47.2
2019-12-13,12.63,1.66,1.82,2.26,1.55,12760.0,97.172,1475.8086,64.99,47.2
2019-12-20,12.51,1.73,1.92,2.34,1.55,12760.0,97.69,1478.1997,66.1,47.2
